Mobile, AL ; 30.6953657 ; -88.0398912 ; Mackinaw City, MI ; 45.7774987 ; -84.72714649999999
Council Bluffs, IA ; 41.2619444 ; -95.8608333 ; Chicago, IL ; 41.8781136 ; -87.6297982
Richmond, VA ; 37.5407246 ; -77.4360481 ; Elkhart, IN ; 41.6819935 ; -85.9766671
Granby, CO ; 40.086097 ; -105.9394597 ; Chicago, IL ; 41.8781136 ; -87.6297982
Charleston, WV ; 38.3498195 ; -81.6326234 ; Michigan City, IN ; 41.70753939999999 ; -86.8950297
Estes Park, CO ; 40.3772059 ; -105.5216651 ; Uhrichsville, OH ; 40.3931218 ; -81.34649979999999
Chattanooga, TN ; 35.0456297 ; -85.3096801 ; Sellersburg, IN ; 38.3981216 ; -85.754964
Greeley, CO ; 40.4233142 ; -104.7091322 ; Omaha, NE ; 41.2523634 ; -95.99798829999999
Park City, UT ; 40.6460622 ; -111.4979729 ; Atlantic City, NJ ; 39.3642834 ; -74.4229266
Miami Beach, FL ; 25.790654 ; -80.1300455 ; Copper Harbor, MI ; 47.4683113 ; -87.8903203
Louisville, KY ; 38.2526647 ; -85.7584557 ; Cleveland, OH ; 41.49932 ; -81.6943605
Mobile, AL ; 30.6953657 ; -88.0398912 ; Columbia, TN ; 35.6150716 ; -87.0352831
Ellenville, NY ; 41.7170379 ; -74.3957099 ; Plymouth, MA ; 41.9584457 ; -70.6672621
Mobile, AL ; 30.6953657 ; -88.0398912 ; Ontonagon, MI ; 46.8710525 ; -89.31403019999999
Columbia, NJ ; 40.9256446 ; -75.0931123 ; Fort Lee, NJ ; 40.8509333 ; -73.9701381
Weston, WV ; 39.0384274 ; -80.46731299999999 ; Strasburg, VA ; 38.9887199 ; -78.358616
San Jose, CA ; 37.3382082 ; -121.8863286 ; French Camp, CA ; 37.8840922 ; -121.2710555
Morgantown, WV ; 39.629526 ; -79.95589679999999 ; Hancock, MD ; 39.6989809 ; -78.17972929999999
Gulfport, MS ; 30.3674198 ; -89.0928155 ; Piggott, AR ; 36.382839 ; -90.1906542
West Sacramento, CA ; 38.5804609 ; -121.530234 ; Ocean City, MD ; 38.3365032 ; -75.0849058
New Orleans, LA ; 29.95106579999999 ; -90.0715323 ; Hurley, WI ; 46.4496698 ; -90.18656399999999
Portal, ND ; 48.9958637 ; -102.5496127 ; Charleston, SC ; 32.7764749 ; -79.93105120000001
La Crosse, WI ; 43.8013556 ; -91.23958069999999 ; International Falls, MN ; 48.6023149 ; -93.4040679
El Paso, TX ; 31.7618778 ; -106.4850217 ; Pittsfield, IL ; 39.6078254 ; -90.8051289
Davenport, IA ; 41.5236437 ; -90.5776367 ; Minneapolis, MN ; 44.977753 ; -93.2650108
Springer, NM ; 36.36114450000001 ; -104.5952668 ; Kansas City, MO ; 39.0997265 ; -94.5785667
Eagle Pass, TX ; 28.7091433 ; -100.4995214 ; Moore, TX ; 29.0552433 ; -99.0103089
Cumberland Gap, TN ; 36.59952699999999 ; -83.66852519999999 ; Virginia Beach, VA ; 36.8529263 ; -75.97798499999999
Laredo, TX ; 27.5305671 ; -99.48032409999999 ; Lancaster, MN ; 48.8583146 ; -96.8042148
Quartzsite, AZ ; 33.6639137 ; -114.2299486 ; Virginia Beach, VA ; 36.8529263 ; -75.97798499999999
New Orleans, LA ; 29.95106579999999 ; -90.0715323 ; Wyoming, MN ; 45.3080154 ; -92.96312950000001
El Paso, TX ; 31.7618778 ; -106.4850217 ; Niagara Falls, NY ; 43.0962143 ; -79.0377388
Ruston, LA ; 32.5232053 ; -92.63792699999999 ; Ashland, WI ; 46.5924428 ; -90.8837982
Teec Nos Pos, AZ ; 36.9211097 ; -109.0856582 ; Nags Head, NC ; 35.9573922 ; -75.6240619
Clayton, LA ; 31.7226647 ; -91.54317610000001 ; Albert Lea, MN ; 43.6478006 ; -93.3686555
Santa Monica, CA ; 34.0194543 ; -118.4911912 ; Chicago, IL ; 41.8781136 ; -87.6297982
Presidio, TX ; 29.5607383 ; -104.3721465 ; Sabula, IA ; 42.07113469999999 ; -90.1740169
Reidland, KY ; 37.0175574 ; -88.53143449999999 ; Findlay, OH ; 41.04422 ; -83.6499321
Port Arthur, TX ; 29.8849504 ; -93.93994699999999 ; Albert Lea, MN ; 43.6478006 ; -93.3686555
Globe, AZ ; 33.3942223 ; -110.7864984 ; Atlantic, NC ; 34.8849822 ; -76.34058759999999
Krotz Springs, LA ; 30.5368592 ; -91.7528931 ; International Falls, MN ; 48.6023149 ; -93.4040679
Memphis, TN ; 35.1495343 ; -90.0489801 ; Chattanooga, TN ; 35.0456297 ; -85.3096801
Kansas City, KS ; 39.114053 ; -94.6274636 ; Dawson, NE ; 40.1311123 ; -95.8305486
Chattanooga, TN ; 35.0456297 ; -85.3096801 ; Wrightsville Beach, NC ; 34.2085036 ; -77.7963709
Dallas, TX ; 32.7766642 ; -96.79698789999999 ; Noyes, MN ; 48.9974874 ; -97.2045066
Chattanooga, TN ; 35.0456297 ; -85.3096801 ; Wrightsville Beach, NC ; 34.2085036 ; -77.7963709
Brownsville, TX ; 25.9017472 ; -97.4974838 ; Sioux City, IA ; 42.4999942 ; -96.40030689999999
Memphis, TN ; 35.1495343 ; -90.0489801 ; Charleston, SC ; 32.7764749 ; -79.93105120000001
Round Rock, TX ; 30.5082551 ; -97.678896 ; Russellville, KY ; 36.8453199 ; -86.887219
Dallas, TX ; 32.7766642 ; -96.79698789999999 ; Tybee Island, GA ; 32.0002152 ; -80.845666
Fort Worth, TX ; 32.7554883 ; -97.3307658 ; Pembina, ND ; 48.9663765 ; -97.2436761
Las Cruces, NM ; 32.3199396 ; -106.7636538 ; Brunswick, GA ; 31.1499528 ; -81.49148939999999
Brownsville, TX ; 25.9017472 ; -97.4974838 ; Westhope, ND ; 48.9094642 ; -101.0207117
Pagosa Springs, CO ; 37.26945 ; -107.0097617 ; Midway, GA ; 31.805769 ; -81.4306642
El Paso, TX ; 31.7618778 ; -106.4850217 ; Fortuna, ND ; 48.9100315 ; -103.7793697
Port Lavaca, TX ; 28.6149968 ; -96.6260892 ; Havre, MT ; 48.549999 ; -109.6840887
Gardiner, MT ; 45.0318802 ; -110.7057663 ; Babb, MT ; 48.860261 ; -113.4367629
Van Horn, TX ; 31.0398558 ; -104.8307698 ; Jacksonville Beach, FL ; 30.2841224 ; -81.3961338
Brigham City, UT ; 41.5102129 ; -112.0155015 ; Idaho Falls, ID ; 43.49165139999999 ; -112.0339645
St. Petersburg, FL ; 27.7676008 ; -82.64029149999999 ; Daytona Beach, FL ; 29.2108147 ; -81.0228331
Wickenburg, AZ ; 33.9697664 ; -112.7301882 ; Eureka, MT ; 48.8799647 ; -115.0535001
Naples, FL ; 26.1420358 ; -81.7948103 ; Miami, FL ; 25.7616798 ; -80.1917902
San Luis, AZ ; 32.4869996 ; -114.7821796 ; Eastport, ID ; 48.9993981 ; -116.1813115
Port Arthur, TX ; 29.8849504 ; -93.93994699999999 ; Tenaha, TX ; 31.9437799 ; -94.2440865
Brownsville, TX ; 25.9017472 ; -97.4974838 ; Houston, TX ; 29.7604267 ; -95.3698028
Weed, CA ; 41.42264979999999 ; -122.3861269 ; Osoyoos, BC ; 49.032304 ; -119.468163
Natchez, MS ; 31.5604442 ; -91.40317100000001 ; West Palm Beach, FL ; 26.7153424 ; -80.0533746
Calexico, CA ; 32.6789476 ; -115.4988834 ; Blaine, WA ; 48.993723 ; -122.7471191
Los Angeles, CA ; 34.0522342 ; -118.2436849 ; Olympia, WA ; 47.0378741 ; -122.9006951
Crystal Falls, MI ; 46.0980066 ; -88.3340242 ; Covington, MI ; 46.5413295 ; -88.5370815
Niagara Falls, NY ; 43.0962143 ; -79.0377388 ; Mexico, NY ; 43.4595138 ; -76.2288176
Wyalusing, PA ; 41.6681309 ; -76.26187860000002 ; Narrowsburg, NY ; 41.602546 ; -75.0581943
New York, NY ; 40.7127753 ; -74.0059728 ; Glens Falls, NY ; 43.3095164 ; -73.6440058
Oshkosh, WI ; 44.0247062 ; -88.5426136 ; Fremont, WI ; 44.2597027 ; -88.86483439999999
Baltimore, MD ; 39.2903848 ; -76.6121893 ; Lemoyne, PA ; 40.2412008 ; -76.89414029999999
New Buffalo, MI ; 41.7939302 ; -86.74391539999999 ; Detroit, MI ; 42.331427 ; -83.0457538
Pocomoke City, MD ; 38.0756773 ; -75.56798049999999 ; Milford, DE ; 38.9126129 ; -75.4279748
Cody, WY ; 44.52634219999999 ; -109.0565308 ; Ucross, WY ; 44.5608093 ; -106.5400463
Wilmington, NC ; 34.2257255 ; -77.9447102 ; Wilson, NC ; 35.7212689 ; -77.9155395
Norlina, NC ; 36.4457015 ; -78.1983273 ; Virginia Beach, VA ; 36.8529263 ; -75.97798499999999
Dickeyville, WI ; 42.6272197 ; -90.5920723 ; Dodgeville, WI ; 42.96027429999999 ; -90.1301237
Pineville, KY ; 36.76203 ; -83.6949176 ; DuBois, PA ; 41.1210115 ; -78.7583257
Erie, PA ; 42.12922409999999 ; -80.085059 ; Philadelphia, PA ; 39.9525839 ; -75.1652215
Pound, VA ; 37.1237146 ; -82.6012667 ; Beckley, WV ; 37.7781702 ; -81.1881557
Lexington, NC ; 35.8240265 ; -80.2533838 ; Max Meadows, VA ; 36.9703976 ; -80.9495251
Haverstraw, NY ; 41.1975947 ; -73.96458369999999 ; Wilmington, DE ; 39.7390721 ; -75.5397878
Oxford, PA ; 39.785386 ; -75.9788349 ; Northumberland, PA ; 40.8917519 ; -76.7974653
Toccoa, GA ; 34.5773206 ; -83.3323851 ; Greenville, SC ; 34.85261759999999 ; -82.3940104
Jenkins, KY ; 37.1734372 ; -82.6309892 ; Middlesboro, KY ; 36.6072567 ; -83.7142848
Biggsville, IL ; 40.8536498 ; -90.86486169999999 ; Peoria, IL ; 40.6936488 ; -89.5889864
Eugene, OR ; 44.0520691 ; -123.0867536 ; Prineville, OR ; 44.2998485 ; -120.8344664
Chattanooga, TN ; 35.0456297 ; -85.3096801 ; Grayling, MI ; 44.6614039 ; -84.7147512
Chiefland, FL ; 29.4749621 ; -82.8598421 ; Knoxville, TN ; 35.9606384 ; -83.9207392
Penns Grove, NJ ; 39.7295581 ; -75.46797339999999 ; New Brunswick, NJ ; 40.4862157 ; -74.4518188
Middlebury, IN ; 41.675328 ; -85.7061011 ; Petoskey, MI ; 45.3733428 ; -84.9553296
Edison, NE ; 40.2772163 ; -99.7765982 ; Indianapolis, IN ; 39.768403 ; -86.158068
Sterling, CO ; 40.6255415 ; -103.207709 ; Big Springs, NE ; 41.0630102 ; -102.0740255
Gettysburg, PA ; 39.8309293 ; -77.2310955 ; Baltimore, MD ; 39.2903848 ; -76.6121893
Green Bay, WI ; 44.51915899999999 ; -88.019826 ; Covington, MI ; 46.5413295 ; -88.5370815
Jackson, TN ; 35.6145169 ; -88.81394689999999 ; Glasgow, KY ; 36.9958839 ; -85.91192149999999
Moline, IL ; 41.5067003 ; -90.51513419999999 ; Mount Vernon, KY ; 37.3528615 ; -84.3404919
Williamsburg, IA ; 41.6611187 ; -92.0090673 ; Manitowoc, WI ; 44.0886059 ; -87.657584
Indianapolis, IN ; 39.768403 ; -86.158068 ; Whiting, IN ; 41.6797578 ; -87.4944873
Dodge City, KS ; 37.7527982 ; -100.0170787 ; Mullinville, KS ; 37.5861307 ; -99.475674
Garden City, KS ; 37.9716898 ; -100.8726618 ; Ellsworth, KS ; 38.7305648 ; -98.22811259999999
Mocksville, NC ; 35.8940263 ; -80.5614494 ; Nags Head, NC ; 35.9573922 ; -75.6240619
Nortonville, KS ; 39.4166649 ; -95.3335838 ; Mound City, MO ; 40.1311066 ; -95.23164279999999
Tuba City, AZ ; 36.1349928 ; -111.2398625 ; Poplar Bluff, MO ; 36.7569994 ; -90.392888
Keokuk, IA ; 40.4044731 ; -91.3963966 ; Key West, IA ; 42.4488938 ; -90.6840171
Des Moines, IA ; 41.6005448 ; -93.6091064 ; Oskaloosa, IA ; 41.2916728 ; -92.6493595
Kayenta, AZ ; 36.72777689999999 ; -110.2545767 ; Green River, UT ; 38.9955607 ; -110.1596352
Enid, OK ; 36.3955891 ; -97.8783911 ; Amarillo, TX ; 35.2219971 ; -101.8312969
Cortez, CO ; 37.3488827 ; -108.5859265 ; Flagstaff, AZ ; 35.1982836 ; -111.651302
Iowa, LA ; 30.2368739 ; -93.0137611 ; Little Rock, AR ; 34.7464809 ; -92.28959479999999
South Haven, KS ; 37.05197040000001 ; -97.4053235 ; Joplin, MO ; 37.08422710000001 ; -94.51328099999999
Abbeville, LA ; 29.9746502 ; -92.13429210000001 ; Ash Flat, AR ; 36.2239566 ; -91.60847509999999
Louisville, KY ; 38.2526647 ; -85.7584557 ; Mount Vernon, KY ; 37.3528615 ; -84.3404919
Tulsa, OK ; 36.1539816 ; -95.99277500000001 ; Virginia, MN ; 47.5232596 ; -92.53657129999999
Charlotte, NC ; 35.2270869 ; -80.8431267 ; Lynchburg, VA ; 37.4137536 ; -79.14224639999999
Lake Charles, LA ; 30.2265949 ; -93.2173758 ; Shreveport, LA ; 32.5251516 ; -93.7501789
Jacksonville, TX ; 31.963778 ; -95.27050419999999 ; Dallas, TX ; 32.7766642 ; -96.79698789999999
Hendersonville, NC ; 35.3187279 ; -82.4609528 ; Goose Creek, SC ; 32.9810059 ; -80.03258670000001
Madill, OK ; 34.0903751 ; -96.7716691 ; South Haven, KS ; 37.05197040000001 ; -97.4053235
Summerville, SC ; 33.0185039 ; -80.17564809999999 ; Rosman, NC ; 35.143721 ; -82.8212432
Valle, AZ ; 35.6536071 ; -112.1384988 ; Weatherford, TX ; 32.7592955 ; -97.7972544
Caballo, NM ; 32.975612 ; -107.3078306 ; Queen Valley, AZ ; 33.29866560000001 ; -111.2895709
Corpus Christi, TX ; 27.8005828 ; -97.39638099999999 ; San Antonio, TX ; 29.4241219 ; -98.49362819999999
Refugio, TX ; 28.3052838 ; -97.2752704 ; Presho, SD ; 43.9097116 ; -100.0587343
Casper, WY ; 42.866632 ; -106.313081 ; Cheyenne, WY ; 41.1399814 ; -104.8202462
Rock Springs, WY ; 41.58746439999999 ; -109.2029043 ; Jackson, WY ; 43.4799291 ; -110.7624282
Provo, UT ; 40.2338438 ; -111.6585337 ; Jackson, WY ; 43.4799291 ; -110.7624282
Nephi, UT ; 39.7102336 ; -111.8363216 ; Pigeon Hollow Junction, UT ; 39.4216289 ; -111.5590819
Iraan, TX ; 30.9140478 ; -101.8979061 ; Slidell, LA ; 30.2751945 ; -89.78117449999999
West Yellowstone, MT ; 44.6621493 ; -111.1041092 ; Loring, MT ; 48.7922304 ; -107.8617711
Clermont, FL ; 28.5494447 ; -81.77285429999999 ; Indialantic, FL ; 28.0894599 ; -80.5656079
Lewiston, ID ; 46.4004089 ; -117.001189 ; Spokane, WA ; 47.6587802 ; -117.4260465
Shaniko, OR ; 45.0037364 ; -120.7522665 ; Dallesport, WA ; 45.61734260000001 ; -121.1795155
Crescent City, CA ; 41.7557501 ; -124.2025913 ; Grants Pass, OR ; 42.4390069 ; -123.3283925
Brunswick, ME ; 43.9140162 ; -69.966996 ; Saint-Theophile, QC ; 45.8660842 ; -70.4331771
New Castle, DE ; 39.6620397 ; -75.5668166 ; Bangor, ME ; 44.80118210000001 ; -68.77781379999999
Hammonton, NJ ; 39.6365056 ; -74.8023853 ; Milford, PA ; 41.322316 ; -74.8023882
Millersburg, PA ; 40.5395289 ; -76.96081029999999 ; Kingston, NY ; 41.9270367 ; -73.9973608
Motley, MN ; 46.336633 ; -94.64617679999999 ; Carlton, MN ; 46.6640011 ; -92.4248827
New Market, VA ; 38.647896 ; -78.6714064 ; Warrenton, VA ; 38.7134516 ; -77.7952712
Yellowstone National Park ; 44.427963 ; -110.588455 ; Eden Prairie, MN ; 44.8546856 ; -93.47078599999999
Elkton, MD ; 39.60677889999999 ; -75.83327179999999 ; Ocean City, MD ; 38.3365032 ; -75.0849058
Rapid City, SD ; 44.0805434 ; -103.2310149 ; Moorcroft, WY ; 44.2633149 ; -104.9502538
Wilson, NC ; 35.7212689 ; -77.9155395 ; Pee Dee, SC ; 34.20583300000001 ; -79.53916699999999
Keokuk, IA ; 40.4044731 ; -91.3963966 ; Owatonna, MN ; 44.0855572 ; -93.2259349
Rich Creek, VA ; 37.3823434 ; -80.8225774 ; Buffalo, NY ; 42.88644679999999 ; -78.8783689
Rockingham, NC ; 34.9393201 ; -79.7739457 ; Waverly, NY ; 42.0103519 ; -76.5271659
Perry, FL ; 30.1115662 ; -83.58210629999999 ; Lynchburg, VA ; 37.4137536 ; -79.14224639999999
Conowingo, MD ; 39.6779267 ; -76.1590765 ; Allentown, PA ; 40.6084305 ; -75.4901833
Sylvania, OH ; 41.7189392 ; -83.7129935 ; Somerset, MI ; 42.0415105 ; -84.41726659999999
Huntington, IN ; 40.8831011 ; -85.49747599999999 ; New Castle, PA ; 41.0036719 ; -80.34700900000001
Carrollton, KY ; 38.68089579999999 ; -85.1793979 ; Richmond, KY ; 37.7478572 ; -84.2946539
Harrisburg, PA ; 40.2731911 ; -76.8867008 ; Lancaster, PA ; 40.0378755 ; -76.3055144
Panama City, FL ; 30.1588129 ; -85.6602058 ; Crown Point, IN ; 41.4169806 ; -87.3653135
Lemoyne, PA ; 40.2412008 ; -76.89414029999999 ; Arlington, VA ; 38.8816208 ; -77.09098089999999
Hopkinsville, KY ; 36.8656008 ; -87.4886186 ; Nashville, TN ; 36.1626638 ; -86.7816016
Murfreesboro, TN ; 35.8456213 ; -86.39027 ; Dothan, AL ; 31.2232313 ; -85.3904888
Fredericksburg, VA ; 38.3031837 ; -77.4605399 ; Lee Hill, VA ; 38.2401093 ; -77.4587239
Sandusky, OH ; 41.4489396 ; -82.7079605 ; Richmond, VA ; 37.5407246 ; -77.4360481
Jacksonville, NC ; 34.7540524 ; -77.4302414 ; Hampton, VA ; 37.0298687 ; -76.34522179999999
Nacogdoches, TX ; 31.6035129 ; -94.6554874 ; Nacogdoches, OK ; 35.4890258 ; -97.6184287
Deming, NM ; 32.2686981 ; -107.7586404 ; Holbrook, AZ ; 34.9022482 ; -110.1581768
Raleigh, NC ; 35.7795897 ; -78.6381787 ; Nags Head, NC ; 35.9573922 ; -75.6240619
Henryetta, OK ; 35.4398261 ; -95.98194289999999 ; Warner, OK ; 35.4942644 ; -95.3055239
Liberal, KS ; 37.0430812 ; -100.920999 ; Pine Bluff, AR ; 34.2284312 ; -92.00319549999999
Sparta, TN ; 35.9258985 ; -85.46414209999999 ; Murfreesboro, TN ; 35.8456213 ; -86.39027
Tyler, TX ; 32.3512601 ; -95.30106239999999 ; Fort Smith, AR ; 35.3859242 ; -94.39854749999999
Rock Port, MO ; 40.4111122 ; -95.5169286 ; O'Neill, NE ; 42.4576723 ; -98.6478882
Waynesville, NC ; 35.4887145 ; -82.98874769999999 ; Mauldin, SC ; 34.77873 ; -82.310119
Carrizo Springs, TX ; 28.5219292 ; -99.8606107 ; Newcastle, OK ; 35.2472869 ; -97.59975999999999
Wickes, AR ; 34.3031655 ; -94.33826520000001 ; Hilton Head Island, SC ; 32.216316 ; -80.752608
Birmingham, AL ; 33.5206608 ; -86.80248999999999 ; Savannah, GA ; 32.0835407 ; -81.09983419999999
Brownsville, TX ; 25.9017472 ; -97.4974838 ; Dunseith, ND ; 48.8130569 ; -100.0609678
Brady, TX ; 31.1351682 ; -99.3350552 ; Lexington, NE ; 40.7808398 ; -99.74150449999999
Sanderson, TX ; 30.1424083 ; -102.3940324 ; Denver, CO ; 39.7392358 ; -104.990251
Laramie, WY ; 41.3113669 ; -105.5911007 ; Denver, CO ; 39.7392358 ; -104.990251
Yellowstone National Park ; 44.427963 ; -110.588455 ; Choteau, MT ; 47.8124531 ; -112.1836301
Junction, TX ; 30.4893555 ; -99.7720109 ; Houston, TX ; 29.7604267 ; -95.3698028
Pomeroy, WA ; 46.4748738 ; -117.6026896 ; Colfax, WA ; 46.8801654 ; -117.3643495
Alturas, CA ; 41.4871146 ; -120.5424555 ; Arcata, CA ; 40.8665166 ; -124.0828396
Lee Hall, VA ; 37.1918125 ; -76.5716195 ; Fredericksburg, VA ; 38.3031837 ; -77.4605399
Sarasota, FL ; 27.3364347 ; -82.53065269999999 ; Wilmington, DE ; 39.7390721 ; -75.5397878
Montpelier, VT ; 44.26005929999999 ; -72.5753869 ; Portland, ME ; 43.66147100000001 ; -70.2553259
Philadelphia, PA ; 39.9525839 ; -75.1652215 ; South Waverly, PA ; 41.9975741 ; -76.5371665
Greybull, WY ; 44.4891239 ; -108.0562132 ; Laurel, MT ; 45.6691159 ; -108.7715328
Randleman, NC ; 35.8179143 ; -79.8030873 ; Danville, VA ; 36.5859718 ; -79.39502279999999
Broadus, MT ; 45.4438809 ; -105.4074903 ; Yellowstone National Park ; 44.427963 ; -110.588455
Apalachicola, FL ; 29.7257675 ; -84.9832435 ; Wadley, GA ; 32.8668223 ; -82.4040162
Shoshoni, WY ; 43.2357915 ; -108.1103719 ; Riverton, WY ; 43.0249592 ; -108.3801036
Hardeeville, SC ; 32.2871413 ; -81.08066649999999 ; Lenoir City, TN ; 35.7972998 ; -84.2560299
Cleveland, OH ; 41.49932 ; -81.6943605 ; Atlantic City, NJ ; 39.3642834 ; -74.4229266
Lynwood, IL ; 41.5265677 ; -87.5475135 ; Galt, IL ; 41.7894746 ; -89.7623328
Destin, FL ; 30.3935337 ; -86.4957833 ; Montgomery, AL ; 32.3668052 ; -86.2999689
Flomaton, AL ; 31.000182 ; -87.260807 ; Pensacola, FL ; 30.42130899999999 ; -87.2169149
Greenville, VA ; 38.0034669 ; -79.1558632 ; Frederick, MD ; 39.41426879999999 ; -77.4105409
Brunswick, GA ; 31.1499528 ; -81.49148939999999 ; Barnesville, GA ; 33.0545709 ; -84.15574950000001
Trinidad, CO ; 37.1694632 ; -104.5005407 ; La Junta, CO ; 37.9850091 ; -103.5438321
Danville, VA ; 36.5859718 ; -79.39502279999999 ; Warsaw, VA ; 37.9587446 ; -76.7580139
Amarillo, TX ; 35.2219971 ; -101.8312969 ; El Paso, TX ; 31.7618778 ; -106.4850217
Willard, NM ; 34.5958972 ; -106.0336253 ; Albuquerque, NM ; 35.0853336 ; -106.6055534
Bowie, TX ; 33.5589953 ; -97.84864569999999 ; Amarillo, TX ; 35.2219971 ; -101.8312969
Coushatta, LA ; 32.0148834 ; -93.34211649999999 ; De Queen, AR ; 34.0378916 ; -94.3413168
Little Falls, MN ; 45.9805556 ; -94.36944439999999 ; Bemidji, MN ; 47.4875361 ; -94.8858492
Del Rio, TX ; 29.3708857 ; -100.8958674 ; Madill, OK ; 34.0903751 ; -96.7716691
Washington, GA ; 33.7367948 ; -82.7393089 ; Conway, SC ; 33.8360034 ; -79.0478143
San Antonio, NM ; 33.9178438 ; -106.8658586 ; Greenville, TX ; 33.1384488 ; -96.11080659999999
Elm Creek, NE ; 40.7182233 ; -99.37326159999999 ; Oakley, KS ; 39.1270975 ; -100.8479688
Big Bend National Park ; 29.1274869 ; -103.2425379 ; Deadwood, SD ; 44.376651 ; -103.7296415
Raton, NM ; 36.9033581 ; -104.4391532 ; Boerne, TX ; 29.79466409999999 ; -98.7319703
Victorville, CA ; 34.5362184 ; -117.2927641 ; Christina Lake, BC ; 49.041715 ; -118.2120721
Bakersfield, CA ; 35.3732921 ; -119.0187125 ; Ventura, CA ; 34.274646 ; -119.2290316
Granada, CO ; 38.0638981 ; -102.3104673 ; Joplin, MO ; 37.08422710000001 ; -94.51328099999999
Sumter, SC ; 33.9204354 ; -80.3414693 ; Wise, NC ; 36.4865346 ; -78.17082719999999
South Boston, VA ; 36.6987493 ; -78.9013987 ; South Hill, VA ; 36.726532 ; -78.1288857
Walterboro, SC ; 32.9051704 ; -80.6667688 ; Raleigh, NC ; 35.7795897 ; -78.6381787
Aberdeen, WA ; 46.9753708 ; -123.8157218 ; Lewiston, ID ; 46.4004089 ; -117.001189
Leeds, AL ; 33.5481597 ; -86.54442879999999 ; Greeneville, TN ; 36.1631574 ; -82.83098609999999
Bristol, VA ; 36.595141 ; -82.1888089 ; Cumberland Gap, TN ; 36.59952699999999 ; -83.66852519999999
Madison, NC ; 36.385415 ; -79.959485 ; Rockingham, NC ; 34.9393201 ; -79.7739457
Springer, NM ; 36.36114450000001 ; -104.5952668 ; Columbia, TN ; 35.6150716 ; -87.0352831
